trial_id,experiment_id,source_id,country,state,region,district,latitude,longitude,crop,crop_type,season,year,treatment,product_name,product_category,bio_applied,bio_product_type,bio_dosage_l_ha,control_group,treated_group,soil_organic_carbon,soil_soc,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,zinc_ppm,boron_ppm,avg_temperature_c,heat_stress_days,cumulative_rainfall_mm,growing_degree_days,humidity_pct,wind_speed_kmh,solar_rad_mj,peak_ndvi,yield,observed_yield_q_acre,baseline_yield,treatment_yield,yield_difference,yield_percentage_change,bio_attributed_lift_q,net_profit_rs,field_id,trial_design,replication_count,source,source_url
TR-2023-GU-01181,EXP-2023-GU-GRO-0591,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Groundnut (Peanut),Groundnut (Peanut),Kharif,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.49,0.49,8.53,203.3,26.8,324.1,31.9,12.7,0.63,0.53,29.8,4,758.1,1937.0,76.3,12.1,18.6,0.684,11.42,11.42,11.42,11.42,0.0,0.0,0.0,0.0,IND_FIELD_1181,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-GU-01182,EXP-2023-GU-GRO-0591,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Groundnut (Peanut),Groundnut (Peanut),Kharif,2023,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.49,0.49,8.53,203.3,26.8,324.1,31.9,12.7,0.63,0.53,29.8,4,758.1,1937.0,76.3,12.1,18.6,0.684,11.98,11.98,11.42,11.98,0.56,4.9,0.56,1226.0,IND_FIELD_1182,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-01183,EXP-2025-MA-GRO-0592,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Groundnut (Peanut),Groundnut (Peanut),Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.36,0.36,7.61,220.1,27.6,341.9,46.0,15.8,0.76,0.69,27.8,1,705.1,1807.0,54.6,5.3,19.9,0.757,12.54,12.54,12.54,12.54,0.0,0.0,0.0,0.0,IND_FIELD_1183,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-01184,EXP-2025-MA-GRO-0592,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Groundnut (Peanut),Groundnut (Peanut),Kharif,2025,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.36,0.36,7.61,220.1,27.6,341.9,46.0,15.8,0.76,0.69,27.8,1,705.1,1807.0,54.6,5.3,19.9,0.757,12.82,12.82,12.54,12.82,0.28,2.23,0.28,-62.0,IND_FIELD_1184,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-01185,EXP-2022-UT-RIC-0593,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Rice (Paddy),Rice (Paddy),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.64,0.64,8.23,197.8,31.9,257.8,40.0,21.6,1.07,0.29,29.5,2,494.8,1917.5,76.2,8.0,16.0,0.769,21.58,21.58,21.58,21.58,0.0,0.0,0.0,0.0,IND_FIELD_1185,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-01186,EXP-2022-UT-RIC-0593,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Rice (Paddy),Rice (Paddy),Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.64,0.64,8.23,197.8,31.9,257.8,40.0,21.6,1.07,0.29,29.5,2,494.8,1917.5,76.2,8.0,16.0,0.769,23.99,23.99,21.58,23.99,2.41,11.17,2.41,9286.0,IND_FIELD_1186,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-KA-01187,EXP-2023-KA-CHI-0594,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.56,0.56,7.5,247.9,15.7,289.3,34.2,10.3,0.67,0.55,29.5,1,30.0,1917.5,78.5,8.1,15.2,0.746,6.66,6.66,6.66,6.66,0.0,0.0,0.0,0.0,IND_FIELD_1187,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-KA-01188,EXP-2023-KA-CHI-0594,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2023,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.56,0.56,7.5,247.9,15.7,289.3,34.2,10.3,0.67,0.55,29.5,1,30.0,1917.5,78.5,8.1,15.2,0.746,7.77,7.77,6.66,7.77,1.11,16.67,1.11,3756.0,IND_FIELD_1188,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-PU-01189,EXP-2025-PU-SOY-0595,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Soybean,Soybean,Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.4,0.4,8.29,165.5,27.7,219.4,31.0,14.1,1.07,0.54,28.5,1,620.0,1852.5,72.3,10.5,20.8,0.639,9.86,9.86,9.86,9.86,0.0,0.0,0.0,0.0,IND_FIELD_1189,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-PU-01190,EXP-2025-PU-SOY-0595,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Soybean,Soybean,Kharif,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.4,0.4,8.29,165.5,27.7,219.4,31.0,14.1,1.07,0.54,28.5,1,620.0,1852.5,72.3,10.5,20.8,0.639,10.87,10.87,9.86,10.87,1.01,10.24,1.01,2846.0,IND_FIELD_1190,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-01191,EXP-2022-TA-MUS-0596,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.55,0.55,6.92,257.4,13.7,360.4,21.2,18.0,0.83,0.51,29.1,3,213.2,1891.5,74.5,4.7,17.0,0.893,6.53,6.53,6.53,6.53,0.0,0.0,0.0,0.0,IND_FIELD_1191,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-01192,EXP-2022-TA-MUS-0596,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.55,0.55,6.92,257.4,13.7,360.4,21.2,18.0,0.83,0.51,29.1,3,213.2,1891.5,74.5,4.7,17.0,0.893,7.74,7.74,6.53,7.74,1.21,18.53,1.21,4216.0,IND_FIELD_1192,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-01193,EXP-2022-TE-TOM-0597,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Tomato,Tomato,Annual,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.58,0.58,7.65,218.0,28.9,266.4,33.6,14.9,0.63,0.52,29.0,10,73.8,1885.0,57.9,4.3,17.0,0.779,111.2,111.2,111.2,111.2,0.0,0.0,0.0,0.0,IND_FIELD_1193,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-01194,EXP-2022-TE-TOM-0597,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Tomato,Tomato,Annual,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.58,0.58,7.65,218.0,28.9,266.4,33.6,14.9,0.63,0.52,29.0,10,73.8,1885.0,57.9,4.3,17.0,0.779,137.13,137.13,111.2,137.13,25.93,23.32,25.93,117028.0,IND_FIELD_1194,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-KA-01195,EXP-2021-KA-MAI-0598,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Maize,Maize,Kharif,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.67,0.67,7.78,286.3,28.8,284.7,32.0,17.0,1.1,0.57,32.4,4,968.3,2106.0,62.4,10.9,19.6,0.765,22.95,22.95,22.95,22.95,0.0,0.0,0.0,0.0,IND_FIELD_1195,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-KA-01196,EXP-2021-KA-MAI-0598,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Maize,Maize,Kharif,2021,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.0,0,1,0.67,0.67,7.78,286.3,28.8,284.7,32.0,17.0,1.1,0.57,32.4,4,968.3,2106.0,62.4,10.9,19.6,0.765,23.81,23.81,22.95,23.81,0.86,3.75,0.86,2156.0,IND_FIELD_1196,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-01197,EXP-2023-UT-MUS-0599,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.49,0.49,8.08,189.5,25.0,276.0,32.9,14.5,0.55,0.64,26.1,6,220.6,1696.5,70.6,4.7,16.6,0.598,5.47,5.47,5.47,5.47,0.0,0.0,0.0,0.0,IND_FIELD_1197,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-01198,EXP-2023-UT-MUS-0599,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.49,0.49,8.08,189.5,25.0,276.0,32.9,14.5,0.55,0.64,26.1,6,220.6,1696.5,70.6,4.7,16.6,0.598,6.31,6.31,5.47,6.31,0.84,15.36,0.84,2514.0,IND_FIELD_1198,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-KA-01199,EXP-2023-KA-SUG-0600,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Sugarcane,Sugarcane,Annual,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.5,0.5,7.32,195.1,21.3,273.9,25.6,12.5,0.81,0.52,34.1,7,187.8,2216.5,79.6,12.7,17.9,0.734,282.28,282.28,282.28,282.28,0.0,0.0,0.0,0.0,IND_FIELD_1199,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-KA-01200,EXP-2023-KA-SUG-0600,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Sugarcane,Sugarcane,Annual,2023,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.5,0.5,7.32,195.1,21.3,273.9,25.6,12.5,0.81,0.52,34.1,7,187.8,2216.5,79.6,12.7,17.9,0.734,330.16,330.16,282.28,330.16,47.88,16.96,47.88,217548.0,IND_FIELD_1200,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-KA-01201,EXP-2021-KA-SOY-0601,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Soybean,Soybean,Kharif,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.71,0.71,6.84,254.7,16.8,257.6,30.3,11.1,0.85,0.5,28.7,1,640.1,1865.5,68.8,12.8,19.1,0.634,10.76,10.76,10.76,10.76,0.0,0.0,0.0,0.0,IND_FIELD_1201,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-KA-01202,EXP-2021-KA-SOY-0601,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Soybean,Soybean,Kharif,2021,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.71,0.71,6.84,254.7,16.8,257.6,30.3,11.1,0.85,0.5,28.7,1,640.1,1865.5,68.8,12.8,19.1,0.634,12.32,12.32,10.76,12.32,1.56,14.5,1.56,5376.0,IND_FIELD_1202,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-01203,EXP-2025-MA-SUG-0602,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Sugarcane,Sugarcane,Annual,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.57,0.57,8.02,235.4,25.2,383.0,36.0,17.7,0.63,0.37,29.0,3,156.9,1885.0,62.6,11.8,13.8,0.643,317.41,317.41,317.41,317.41,0.0,0.0,0.0,0.0,IND_FIELD_1203,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-01204,EXP-2025-MA-SUG-0602,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Sugarcane,Sugarcane,Annual,2025,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.57,0.57,8.02,235.4,25.2,383.0,36.0,17.7,0.63,0.37,29.0,3,156.9,1885.0,62.6,11.8,13.8,0.643,330.87,330.87,317.41,330.87,13.46,4.24,13.46,59216.0,IND_FIELD_1204,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TA-01205,EXP-2024-TA-CHI-0603,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.46,0.46,7.96,252.6,14.5,312.3,34.0,22.2,0.93,0.53,25.9,4,251.1,1683.5,91.3,10.7,18.3,0.568,7.3,7.3,7.3,7.3,0.0,0.0,0.0,0.0,IND_FIELD_1205,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TA-01206,EXP-2024-TA-CHI-0603,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.46,0.46,7.96,252.6,14.5,312.3,34.0,22.2,0.93,0.53,25.9,4,251.1,1683.5,91.3,10.7,18.3,0.568,8.47,8.47,7.3,8.47,1.17,16.03,1.17,4032.0,IND_FIELD_1206,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-UT-01207,EXP-2021-UT-SUG-0604,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Sugarcane,Sugarcane,Annual,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.35,0.35,7.91,245.0,22.3,228.1,36.0,13.4,0.77,0.64,28.0,4,30.3,1820.0,69.3,10.5,18.5,0.639,256.65,256.65,256.65,256.65,0.0,0.0,0.0,0.0,IND_FIELD_1207,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-UT-01208,EXP-2021-UT-SUG-0604,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Sugarcane,Sugarcane,Annual,2021,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.35,0.35,7.91,245.0,22.3,228.1,36.0,13.4,0.77,0.64,28.0,4,30.3,1820.0,69.3,10.5,18.5,0.639,281.22,281.22,256.65,281.22,24.57,9.57,24.57,110322.0,IND_FIELD_1208,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-01209,EXP-2024-KA-ONI-0605,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Onion,Onion,Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.6,0.6,6.87,283.2,23.6,349.0,32.6,12.3,0.65,0.49,26.1,4,360.7,1696.5,59.1,11.3,18.3,0.706,128.52,128.52,128.52,128.52,0.0,0.0,0.0,0.0,IND_FIELD_1209,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-01210,EXP-2024-KA-ONI-0605,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Onion,Onion,Rabi,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.6,0.6,6.87,283.2,23.6,349.0,32.6,12.3,0.65,0.49,26.1,4,360.7,1696.5,59.1,11.3,18.3,0.706,151.68,151.68,128.52,151.68,23.16,18.02,23.16,104736.0,IND_FIELD_1210,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-GU-01211,EXP-2022-GU-TUR-0606,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.5,0.5,7.99,197.3,15.9,376.5,29.0,12.3,1.13,0.62,31.0,6,802.6,2015.0,74.2,12.2,15.4,0.731,7.63,7.63,7.63,7.63,0.0,0.0,0.0,0.0,IND_FIELD_1211,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-GU-01212,EXP-2022-GU-TUR-0606,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.5,0.5,7.99,197.3,15.9,376.5,29.0,12.3,1.13,0.62,31.0,6,802.6,2015.0,74.2,12.2,15.4,0.731,8.85,8.85,7.63,8.85,1.22,15.99,1.22,3812.0,IND_FIELD_1212,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-MA-01213,EXP-2022-MA-SUG-0607,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Sugarcane,Sugarcane,Annual,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.66,0.66,7.59,205.5,19.5,330.7,23.2,15.8,0.78,0.59,28.9,4,157.9,1878.5,65.8,13.2,18.7,0.744,301.18,301.18,301.18,301.18,0.0,0.0,0.0,0.0,IND_FIELD_1213,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-MA-01214,EXP-2022-MA-SUG-0607,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Sugarcane,Sugarcane,Annual,2022,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.66,0.66,7.59,205.5,19.5,330.7,23.2,15.8,0.78,0.59,28.9,4,157.9,1878.5,65.8,13.2,18.7,0.744,327.31,327.31,301.18,327.31,26.13,8.68,26.13,117498.0,IND_FIELD_1214,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-TE-01215,EXP-2023-TE-MUS-0608,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.49,0.49,7.79,263.9,25.6,260.7,29.9,17.4,1.09,0.64,26.8,1,45.8,1742.0,72.6,13.0,19.0,0.589,6.34,6.34,6.34,6.34,0.0,0.0,0.0,0.0,IND_FIELD_1215,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-TE-01216,EXP-2023-TE-MUS-0608,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.49,0.49,7.79,263.9,25.6,260.7,29.9,17.4,1.09,0.64,26.8,1,45.8,1742.0,72.6,13.0,19.0,0.589,7.24,7.24,6.34,7.24,0.9,14.2,0.9,2790.0,IND_FIELD_1216,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-PU-01217,EXP-2024-PU-SUG-0609,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Sugarcane,Sugarcane,Annual,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.6,0.6,8.24,191.1,36.3,148.1,28.9,11.4,0.98,0.44,30.2,2,49.2,1963.0,72.4,9.8,20.4,0.483,298.25,298.25,298.25,298.25,0.0,0.0,0.0,0.0,IND_FIELD_1217,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-PU-01218,EXP-2024-PU-SUG-0609,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Sugarcane,Sugarcane,Annual,2024,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.6,0.6,8.24,191.1,36.3,148.1,28.9,11.4,0.98,0.44,30.2,2,49.2,1963.0,72.4,9.8,20.4,0.483,322.38,322.38,298.25,322.38,24.13,8.09,24.13,108298.0,IND_FIELD_1218,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-01219,EXP-2023-UT-TOM-0610,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tomato,Tomato,Annual,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.5,0.5,7.74,198.9,23.0,217.9,35.5,14.3,0.69,0.45,30.0,3,225.7,1950.0,60.8,9.2,18.9,0.719,163.3,163.3,163.3,163.3,0.0,0.0,0.0,0.0,IND_FIELD_1219,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-01220,EXP-2023-UT-TOM-0610,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tomato,Tomato,Annual,2023,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.5,0.5,7.74,198.9,23.0,217.9,35.5,14.3,0.69,0.45,30.0,3,225.7,1950.0,60.8,9.2,18.9,0.719,190.36,190.36,163.3,190.36,27.06,16.57,27.06,122226.0,IND_FIELD_1220,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-01221,EXP-2022-TE-TUR-0611,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.57,0.57,7.21,234.3,16.0,257.0,37.3,13.2,0.83,0.58,29.3,2,763.0,1904.5,77.3,10.1,19.5,0.717,7.98,7.98,7.98,7.98,0.0,0.0,0.0,0.0,IND_FIELD_1221,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-01222,EXP-2022-TE-TUR-0611,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.57,0.57,7.21,234.3,16.0,257.0,37.3,13.2,0.83,0.58,29.3,2,763.0,1904.5,77.3,10.1,19.5,0.717,8.14,8.14,7.98,8.14,0.16,2.01,0.16,-1064.0,IND_FIELD_1222,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
